method,method_label,start_index,iteration,objective,best_so_far_objective,objective_over_initial,best_over_initial,components_checked_this_update,verification_reference_calls_this_update,cumulative_verification_reference_calls,cumulative_assessment_reference_calls,cumulative_total_reference_calls_if_assessment_counted,fd_analytic_relative_l2,fd_analytic_sign_mismatches
calibrated_sign_abstain,Sign: abstain (complete FD),4,9,0.03589557932,0.03589557932,0.04401669185,0.04401669185,11,22,198,10,208,0.0004262674737,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,10,0.3150972256,0.03589557932,0.3863856705,0.04401669185,11,22,220,11,231,0.001492818899,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,11,0.03559395815,0.03559395815,0.04364683109,0.04364683109,11,22,242,12,254,0.0004306799265,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,12,0.313095299,0.03559395815,0.3839308226,0.04364683109,11,22,264,13,277,0.001489184125,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,13,0.03529798715,0.03529798715,0.04328389882,0.04328389882,11,22,286,14,300,0.0004347136474,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,14,0.3112083962,0.03529798715,0.3816170218,0.04328389882,11,22,308,15,323,0.001485654851,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,15,0.03500637829,0.03500637829,0.04292631558,0.04292631558,11,22,330,16,346,0.0004384474461,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,16,0.3094146083,0.03500637829,0.3794174025,0.04292631558,11,22,352,17,369,0.001482208387,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,17,0.03471819525,0.03471819525,0.04257293323,0.04257293323,11,22,374,18,392,0.0004419360813,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,18,0.3076979906,0.03471819525,0.3773124125,0.04257293323,11,22,396,19,415,0.001478827542,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,19,0.03443273395,0.03443273395,0.04222288841,0.04222288841,11,22,418,20,438,0.0004452193706,0
calibrated_sign_abstain,Sign: abstain (complete FD),4,20,0.3060465293,0.03443273395,0.3752873202,0.04222288841,11,22,440,21,461,0.001475499103,0
all_autodiff,All autodiff,60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
all_autodiff,All autodiff,60,1,0.8707895367,0.8707895367,0.9528032253,0.9528032253,0,0,0,2,2,,0
all_autodiff,All autodiff,60,2,0.7878920354,0.7878920354,0.8620981774,0.8620981774,0,0,0,3,3,,0
all_autodiff,All autodiff,60,3,0.6167680209,0.6167680209,0.6748571667,0.6748571667,0,0,0,4,4,,0
all_autodiff,All autodiff,60,4,0.308320216,0.308320216,0.3373587806,0.3373587806,0,0,0,5,5,,0
all_autodiff,All autodiff,60,5,0.0884026676,0.0884026676,0.09672870799,0.09672870799,0,0,0,6,6,,0
all_autodiff,All autodiff,60,6,0.09450241538,0.0884026676,0.1034029491,0.09672870799,0,0,0,7,7,,0
all_autodiff,All autodiff,60,7,0.09489642959,0.0884026676,0.1038340728,0.09672870799,0,0,0,8,8,,0
all_autodiff,All autodiff,60,8,0.09587306806,0.0884026676,0.1049026942,0.09672870799,0,0,0,9,9,,0
all_autodiff,All autodiff,60,9,0.09562466945,0.0884026676,0.1046309006,0.09672870799,0,0,0,10,10,,0
all_autodiff,All autodiff,60,10,0.09480958163,0.0884026676,0.1037390453,0.09672870799,0,0,0,11,11,,0
all_autodiff,All autodiff,60,11,0.09335316283,0.0884026676,0.1021454564,0.09672870799,0,0,0,12,12,,0
all_autodiff,All autodiff,60,12,0.0914578168,0.0884026676,0.1000716007,0.09672870799,0,0,0,13,13,,0
all_autodiff,All autodiff,60,13,0.08924550532,0.0884026676,0.09765092681,0.09672870799,0,0,0,14,14,,0
all_autodiff,All autodiff,60,14,0.08687119968,0.08687119968,0.09505300162,0.09505300162,0,0,0,15,15,,0
all_autodiff,All autodiff,60,15,0.08446484703,0.08446484703,0.09242001113,0.09242001113,0,0,0,16,16,,0
all_autodiff,All autodiff,60,16,0.0821402905,0.0821402905,0.08987652058,0.08987652058,0,0,0,17,17,,0
all_autodiff,All autodiff,60,17,0.07998311468,0.07998311468,0.08751617517,0.08751617517,0,0,0,18,18,,0
all_autodiff,All autodiff,60,18,0.07805245221,0.07805245221,0.08540367687,0.08540367687,0,0,0,19,19,,0
all_autodiff,All autodiff,60,19,0.07638336863,0.07638336863,0.08357739376,0.08357739376,0,0,0,20,20,,0
all_autodiff,All autodiff,60,20,0.07499399926,0.07499399926,0.08205716922,0.08205716922,0,0,0,21,21,,0
complete_fd,Complete central FD,60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
complete_fd,Complete central FD,60,1,0.8691921838,0.8691921838,0.9510554286,0.9510554286,11,22,22,2,24,0.0001178963383,0
complete_fd,Complete central FD,60,2,0.7800083921,0.7800083921,0.8534720279,0.8534720279,11,22,44,3,47,0.0001571651121,0
complete_fd,Complete central FD,60,3,0.5823822263,0.5823822263,0.6372328102,0.6372328102,11,22,66,4,70,0.0001949877684,0
complete_fd,Complete central FD,60,4,0.1969405082,0.1969405082,0.2154889827,0.2154889827,11,22,88,5,93,8.69507867e-05,0
complete_fd,Complete central FD,60,5,0.1142765604,0.1142765604,0.1250394851,0.1250394851,11,22,110,6,116,0.000879524835,0
complete_fd,Complete central FD,60,6,0.1968983515,0.1142765604,0.2154428556,0.1250394851,11,22,132,7,139,0.001223599439,0
complete_fd,Complete central FD,60,7,0.114242157,0.114242157,0.1250018415,0.1250018415,11,22,154,8,162,0.0008796051749,0
complete_fd,Complete central FD,60,8,0.1968561455,0.114242157,0.2153966744,0.1250018415,11,22,176,9,185,0.001223632122,0
complete_fd,Complete central FD,60,9,0.1142077122,0.1142077122,0.1249641526,0.1249641526,11,22,198,10,208,0.0008796848866,0
complete_fd,Complete central FD,60,10,0.196813889,0.1142077122,0.2153504381,0.1249641526,11,22,220,11,231,0.001223663912,0
complete_fd,Complete central FD,60,11,0.1141732254,0.1141732254,0.1249264177,0.1249264177,11,22,242,12,254,0.0008797639724,0
complete_fd,Complete central FD,60,12,0.1967715812,0.1141732254,0.2153041456,0.1249264177,11,22,264,13,277,0.00122369481,0
complete_fd,Complete central FD,60,13,0.1141386956,0.1141386956,0.1248886358,0.1248886358,11,22,286,14,300,0.0008798424345,0
complete_fd,Complete central FD,60,14,0.1967292209,0.1141386956,0.2152577957,0.1248886358,11,22,308,15,323,0.001223724818,0
complete_fd,Complete central FD,60,15,0.1141041222,0.1141041222,0.1248508062,0.1248508062,11,22,330,16,346,0.0008799202752,0
complete_fd,Complete central FD,60,16,0.1966868072,0.1141041222,0.2152113874,0.1248508062,11,22,352,17,369,0.001223753936,0
complete_fd,Complete central FD,60,17,0.1140695043,0.1140695043,0.1248129279,0.1248129279,11,22,374,18,392,0.0008799974963,0
complete_fd,Complete central FD,60,18,0.1966443392,0.1140695043,0.2151649196,0.1248129279,11,22,396,19,415,0.001223782166,0
complete_fd,Complete central FD,60,19,0.1140348412,0.1140348412,0.1247750001,0.1247750001,11,22,418,20,438,0.0008800741002,0
complete_fd,Complete central FD,60,20,0.1966018158,0.1140348412,0.2151183911,0.1247750001,11,22,440,21,461,0.001223809509,0
matched_random,Random order (B = 6),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
matched_random,Random order (B = 6),60,1,0.8729720605,0.8729720605,0.955191306,0.955191306,6,12,12,2,14,0.0001174226972,0
matched_random,Random order (B = 6),60,2,0.7916422116,0.7916422116,0.866201557,0.866201557,6,12,24,3,27,0.0001646928748,0
matched_random,Random order (B = 6),60,3,0.6162620471,0.6162620471,0.6743035387,0.6743035387,6,12,36,4,40,0.000180621954,0
matched_random,Random order (B = 6),60,4,0.3709383992,0.3709383992,0.4058745405,0.4058745405,6,12,48,5,53,0.0001120255177,0
matched_random,Random order (B = 6),60,5,0.04896345616,0.04896345616,0.05357498797,0.05357498797,6,12,60,6,66,0.0003357733869,0
matched_random,Random order (B = 6),60,6,0.2606302953,0.04896345616,0.2851772736,0.05357498797,6,12,72,7,79,0.001526636056,0
matched_random,Random order (B = 6),60,7,0.06345530399,0.04896345616,0.06943172346,0.05357498797,6,12,84,8,92,0.0006858348545,0
matched_random,Random order (B = 6),60,8,0.1185271929,0.04896345616,0.1296904555,0.05357498797,6,12,96,9,105,0.001342478978,0
matched_random,Random order (B = 6),60,9,0.1860833566,0.04896345616,0.2036092706,0.05357498797,6,12,108,10,118,0.001256427538,0
matched_random,Random order (B = 6),60,10,0.0512913361,0.04896345616,0.05612211494,0.05357498797,6,12,120,11,131,0.0008869216078,0
matched_random,Random order (B = 6),60,11,0.2712181106,0.04896345616,0.2967622825,0.05357498797,6,12,132,12,144,0.001551289953,0
matched_random,Random order (B = 6),60,12,0.09114570151,0.04896345616,0.09973008943,0.05357498797,6,12,144,13,157,0.0005633516214,0
matched_random,Random order (B = 6),60,13,0.2209207223,0.04896345616,0.2417277285,0.05357498797,6,12,156,14,170,0.001386351762,0
matched_random,Random order (B = 6),60,14,0.09700381487,0.04896345616,0.1061399383,0.05357498797,6,12,168,15,183,0.0008155212029,0
matched_random,Random order (B = 6),60,15,0.1965220133,0.04896345616,0.2150310726,0.05357498797,6,12,180,16,196,0.001323176294,0
matched_random,Random order (B = 6),60,16,0.05168527126,0.04896345616,0.05655315214,0.05357498797,6,12,192,17,209,0.0007822463384,0
matched_random,Random order (B = 6),60,17,0.2828023923,0.04896345616,0.3094376082,0.05357498797,6,12,204,18,222,0.001555513731,0
matched_random,Random order (B = 6),60,18,0.06006741547,0.04896345616,0.06572475297,0.05357498797,6,12,216,19,235,0.0006060275977,0
matched_random,Random order (B = 6),60,19,0.2840068209,0.04896345616,0.3107554737,0.05357498797,6,12,228,20,248,0.001492341536,0
matched_random,Random order (B = 6),60,20,0.05775771801,0.04896345616,0.06319752097,0.05357498797,6,12,240,21,261,0.000585480195,0
matched_sign_order,Sign order (B = 6),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
matched_sign_order,Sign order (B = 6),60,1,0.8713252165,0.8713252165,0.9533893571,0.9533893571,6,12,12,2,14,0.0001127665867,0
matched_sign_order,Sign order (B = 6),60,2,0.7895494129,0.7895494129,0.8639116519,0.8639116519,6,12,24,3,27,0.0001378342089,0
matched_sign_order,Sign order (B = 6),60,3,0.6147104709,0.6147104709,0.6726058302,0.6726058302,6,12,36,4,40,4.029060664e-05,0
matched_sign_order,Sign order (B = 6),60,4,0.3340961353,0.3340961353,0.3655623567,0.3655623567,6,12,48,5,53,2.796810329e-05,0
matched_sign_order,Sign order (B = 6),60,5,0.132287842,0.132287842,0.1447471257,0.1447471257,6,12,60,6,66,0.0004014305788,0
matched_sign_order,Sign order (B = 6),60,6,0.1538300228,0.132287842,0.1683182166,0.1447471257,6,12,72,7,79,0.001211963279,0
matched_sign_order,Sign order (B = 6),60,7,0.1394689349,0.132287842,0.1526045565,0.1447471257,6,12,84,8,92,0.001114179958,0
matched_sign_order,Sign order (B = 6),60,8,0.1469156014,0.132287842,0.1607525733,0.1447471257,6,12,96,9,105,0.001180837966,0
matched_sign_order,Sign order (B = 6),60,9,0.1446891878,0.132287842,0.1583164691,0.1447471257,6,12,108,10,118,0.001146938839,0
matched_sign_order,Sign order (B = 6),60,10,0.1420241062,0.132287842,0.1554003818,0.1447471257,6,12,120,11,131,0.001157893732,0
matched_sign_order,Sign order (B = 6),60,11,0.1552230347,0.132287842,0.1698424268,0.1447471257,6,12,132,12,144,0.001166998579,0
matched_sign_order,Sign order (B = 6),60,12,0.1214782906,0.1214782906,0.1329194969,0.1329194969,6,12,144,13,157,0.001090974047,0
matched_sign_order,Sign order (B = 6),60,13,0.1787496176,0.1214782906,0.1955848169,0.1329194969,6,12,156,14,170,0.001258810993,0
matched_sign_order,Sign order (B = 6),60,14,0.1027834573,0.1027834573,0.1124639255,0.1124639255,6,12,168,15,183,0.0009914853628,0
matched_sign_order,Sign order (B = 6),60,15,0.203628691,0.1027834573,0.2228070795,0.1124639255,6,12,180,16,196,0.001344595544,0
matched_sign_order,Sign order (B = 6),60,16,0.09472493788,0.09472493788,0.1036464295,0.1036464295,6,12,192,17,209,0.0009056288834,0
matched_sign_order,Sign order (B = 6),60,17,0.2160607005,0.09472493788,0.2364099746,0.1036464295,6,12,204,18,222,0.001381312555,0
matched_sign_order,Sign order (B = 6),60,18,0.08713861158,0.08713861158,0.09534559921,0.09534559921,6,12,216,19,235,0.0008554972985,0
matched_sign_order,Sign order (B = 6),60,19,0.2289384328,0.08713861158,0.2505005722,0.09534559921,6,12,228,20,248,0.00141610479,0
matched_sign_order,Sign order (B = 6),60,20,0.07350855547,0.07350855547,0.08043182168,0.08043182168,6,12,240,21,261,0.0007894340277,0
matched_snr_order,SNR order (B = 6),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
matched_snr_order,SNR order (B = 6),60,1,0.8696606777,0.8696606777,0.9515680468,0.9515680468,6,12,12,2,14,3.71057139e-05,0
matched_snr_order,SNR order (B = 6),60,2,0.7828066361,0.7828066361,0.8565338193,0.8565338193,6,12,24,3,27,3.823737345e-05,0
matched_snr_order,SNR order (B = 6),60,3,0.5981521187,0.5981521187,0.6544879605,0.6544879605,6,12,36,4,40,4.177163413e-05,0
matched_snr_order,SNR order (B = 6),60,4,0.3251715082,0.3251715082,0.3557971803,0.3557971803,6,12,48,5,53,2.474806427e-05,0
matched_snr_order,SNR order (B = 6),60,5,0.04757596442,0.04757596442,0.0520568179,0.0520568179,6,12,60,6,66,0.0004554286607,0
matched_snr_order,SNR order (B = 6),60,6,0.2649224008,0.04757596442,0.2898736231,0.0520568179,6,12,72,7,79,0.001634294536,0
matched_snr_order,SNR order (B = 6),60,7,0.06473519744,0.04757596442,0.07083216128,0.0520568179,6,12,84,8,92,0.0006774690172,0
matched_snr_order,SNR order (B = 6),60,8,0.2680796906,0.04757596442,0.2933282764,0.0520568179,6,12,96,9,105,0.001537633481,0
matched_snr_order,SNR order (B = 6),60,9,0.06393511052,0.04757596442,0.06995671967,0.0520568179,6,12,108,10,118,0.0006662637209,0
matched_snr_order,SNR order (B = 6),60,10,0.2711311041,0.04757596442,0.2966670815,0.0520568179,6,12,120,11,131,0.00154122757,0
matched_snr_order,SNR order (B = 6),60,11,0.06325161361,0.04757596442,0.06920884888,0.0520568179,6,12,132,12,144,0.0006555050176,0
matched_snr_order,SNR order (B = 6),60,12,0.2740390168,0.04757596442,0.2998488705,0.0520568179,6,12,144,13,157,0.001544169436,0
matched_snr_order,SNR order (B = 6),60,13,0.06269682843,0.04757596442,0.06860181229,0.0520568179,6,12,156,14,170,0.000645316021,0
matched_snr_order,SNR order (B = 6),60,14,0.2767619679,0.04757596442,0.3028282777,0.0520568179,6,12,168,15,183,0.001546384391,0
matched_snr_order,SNR order (B = 6),60,15,0.0618774693,0.04757596442,0.06770528335,0.0520568179,6,12,180,16,196,0.0006361581188,0
matched_snr_order,SNR order (B = 6),60,16,0.2802631072,0.04757596442,0.3066591653,0.0520568179,6,12,192,17,209,0.001550211088,0
matched_snr_order,SNR order (B = 6),60,17,0.0612602988,0.04757596442,0.0670299858,0.0520568179,6,12,204,18,222,0.0006241731162,0
matched_snr_order,SNR order (B = 6),60,18,0.2833817491,0.04757596442,0.3100715306,0.0520568179,6,12,216,19,235,0.001552856499,0
matched_snr_order,SNR order (B = 6),60,19,0.06085901852,0.04757596442,0.06659091169,0.0520568179,6,12,228,20,248,0.0006135569383,0
matched_snr_order,SNR order (B = 6),60,20,0.2860452322,0.04757596442,0.3129858689,0.0520568179,6,12,240,21,261,0.001554215276,0
matched_magnitude_order,Magnitude order (B = 6),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
matched_magnitude_order,Magnitude order (B = 6),60,1,0.8701820358,0.8701820358,0.952138508,0.952138508,6,12,12,2,14,3.366587478e-05,0
matched_magnitude_order,Magnitude order (B = 6),60,2,0.7839203493,0.7839203493,0.8577524255,0.8577524255,6,12,24,3,27,3.817501506e-05,0
matched_magnitude_order,Magnitude order (B = 6),60,3,0.6004477724,0.6004477724,0.6569998261,0.6569998261,6,12,36,4,40,4.174742049e-05,0
matched_magnitude_order,Magnitude order (B = 6),60,4,0.3269829442,0.3269829442,0.357779223,0.357779223,6,12,48,5,53,2.514814844e-05,0
matched_magnitude_order,Magnitude order (B = 6),60,5,0.04701342826,0.04701342826,0.05144130032,0.05144130032,6,12,60,6,66,0.0004195351366,0
matched_magnitude_order,Magnitude order (B = 6),60,6,0.05069700234,0.04701342826,0.05547180496,0.05144130032,6,12,72,7,79,0.0003274304769,0
matched_magnitude_order,Magnitude order (B = 6),60,7,0.2717684759,0.04701342826,0.297364483,0.05144130032,6,12,84,8,92,0.001597797675,0
matched_magnitude_order,Magnitude order (B = 6),60,8,0.06968126592,0.04701342826,0.076244066,0.05144130032,6,12,96,9,105,0.0005840568282,0
matched_magnitude_order,Magnitude order (B = 6),60,9,0.2705773612,0.04701342826,0.2960611854,0.05144130032,6,12,108,10,118,0.001511330962,0
matched_magnitude_order,Magnitude order (B = 6),60,10,0.06293487241,0.04701342826,0.068862276,0.05144130032,6,12,120,11,131,0.0006270173605,0
matched_magnitude_order,Magnitude order (B = 6),60,11,0.2892095024,0.04701342826,0.3164481601,0.05144130032,6,12,132,12,144,0.00154100895,0
matched_magnitude_order,Magnitude order (B = 6),60,12,0.05812756542,0.04701342826,0.06360220176,0.05144130032,6,12,144,13,157,0.0005640020494,0
matched_magnitude_order,Magnitude order (B = 6),60,13,0.3030105897,0.04701342826,0.331549077,0.05144130032,6,12,156,14,170,0.001535350921,0
matched_magnitude_order,Magnitude order (B = 6),60,14,0.0559408477,0.04701342826,0.06120953212,0.05144130032,6,12,168,15,183,0.0005192729793,0
matched_magnitude_order,Magnitude order (B = 6),60,15,0.3086031278,0.04701342826,0.3376683379,0.05144130032,6,12,180,16,196,0.001546045814,0
matched_magnitude_order,Magnitude order (B = 6),60,16,0.05609480611,0.04701342826,0.06137799081,0.05144130032,6,12,192,17,209,0.0005010923435,0
matched_magnitude_order,Magnitude order (B = 6),60,17,0.3055269677,0.04701342826,0.3343024553,0.05144130032,6,12,204,18,222,0.001544098207,0
matched_magnitude_order,Magnitude order (B = 6),60,18,0.05789714498,0.04701342826,0.06335007961,0.05144130032,6,12,216,19,235,0.0005096294797,0
matched_magnitude_order,Magnitude order (B = 6),60,19,0.3059339409,0.04701342826,0.3347477585,0.05144130032,6,12,228,20,248,0.001530463616,0
matched_magnitude_order,Magnitude order (B = 6),60,20,0.05926955679,0.04701342826,0.06485174946,0.05144130032,6,12,240,21,261,0.0005074344206,0
calibrated_snr,Calibrated SNR (variable),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
calibrated_snr,Calibrated SNR (variable),60,1,0.869731464,0.869731464,0.9516455,0.9516455,7,14,14,2,16,3.356667773e-05,0
calibrated_snr,Calibrated SNR (variable),60,2,0.7815558267,0.7815558267,0.8551652047,0.8551652047,7,14,28,3,31,3.806498477e-05,0
calibrated_snr,Calibrated SNR (variable),60,3,0.5955868433,0.5955868433,0.6516810794,0.6516810794,6,12,40,4,44,4.177598773e-05,0
calibrated_snr,Calibrated SNR (variable),60,4,0.3231700445,0.3231700445,0.3536072125,0.3536072125,6,12,52,5,57,2.428094725e-05,0
calibrated_snr,Calibrated SNR (variable),60,5,0.04961310476,0.04961310476,0.05428582251,0.05428582251,9,18,70,6,76,0.0004614830496,0
calibrated_snr,Calibrated SNR (variable),60,6,0.3204044609,0.04961310476,0.3505811575,0.05428582251,9,18,88,7,95,0.001572130771,0
calibrated_snr,Calibrated SNR (variable),60,7,0.05021175962,0.04961310476,0.05494086056,0.05428582251,9,18,106,8,114,0.0004692215649,0
calibrated_snr,Calibrated SNR (variable),60,8,0.3185467708,0.04961310476,0.3485485044,0.05428582251,9,18,124,9,133,0.001565685755,0
calibrated_snr,Calibrated SNR (variable),60,9,0.05066485411,0.04961310476,0.05543662891,0.05428582251,9,18,142,10,152,0.0004742011521,0
calibrated_snr,Calibrated SNR (variable),60,10,0.3172037038,0.04961310476,0.3470789431,0.05428582251,9,18,160,11,171,0.001560600948,0
calibrated_snr,Calibrated SNR (variable),60,11,0.05103391336,0.04961310476,0.05584044731,0.05428582251,9,18,178,12,190,0.0004776084279,0
calibrated_snr,Calibrated SNR (variable),60,12,0.3161983765,0.04961310476,0.3459789309,0.05428582251,9,18,196,13,209,0.001556245547,0
calibrated_snr,Calibrated SNR (variable),60,13,0.05134912323,0.04961310476,0.05618534464,0.05428582251,9,18,214,14,228,0.0004799817346,0
calibrated_snr,Calibrated SNR (variable),60,14,0.3154311784,0.04961310476,0.3451394757,0.05428582251,9,18,232,15,247,0.001552344964,0
calibrated_snr,Calibrated SNR (variable),60,15,0.05162892582,0.04961310476,0.05649149992,0.05428582251,9,18,250,16,266,0.0004816268179,0
calibrated_snr,Calibrated SNR (variable),60,16,0.3148381534,0.04961310476,0.3444905977,0.05428582251,9,18,268,17,285,0.001548747467,0
calibrated_snr,Calibrated SNR (variable),60,17,0.05188606957,0.04961310476,0.05677286227,0.05428582251,9,18,286,18,304,0.0004827415444,0
calibrated_snr,Calibrated SNR (variable),60,18,0.3143744661,0.04961310476,0.3439832389,0.05428582251,9,18,304,19,323,0.001545356611,0
calibrated_snr,Calibrated SNR (variable),60,19,0.05213007862,0.04961310476,0.05703985285,0.05428582251,9,18,322,20,342,0.0004834655754,0
calibrated_snr,Calibrated SNR (variable),60,20,0.3140066844,0.04961310476,0.3435808184,0.05428582251,9,18,340,21,361,0.001542105059,0
calibrated_magnitude,Calibrated magnitude (variable),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
calibrated_magnitude,Calibrated magnitude (variable),60,1,0.8698731201,0.8698731201,0.9518004977,0.9518004977,8,16,16,2,18,3.137121964e-05,0
calibrated_magnitude,Calibrated magnitude (variable),60,2,0.7818120467,0.7818120467,0.8554455563,0.8554455563,8,16,32,3,35,3.589138419e-05,0
calibrated_magnitude,Calibrated magnitude (variable),60,3,0.5924469868,0.5924469868,0.6482455014,0.6482455014,8,16,48,4,52,3.967465401e-05,0
calibrated_magnitude,Calibrated magnitude (variable),60,4,0.2328920313,0.2328920313,0.2548265329,0.2548265329,8,16,64,5,69,8.357560322e-05,0
calibrated_magnitude,Calibrated magnitude (variable),60,5,0.08885836485,0.08885836485,0.09722732423,0.09722732423,10,20,84,6,90,0.0007483344801,0
calibrated_magnitude,Calibrated magnitude (variable),60,6,0.2329506506,0.08885836485,0.2548906733,0.09722732423,9,18,102,7,109,0.001363682096,0
calibrated_magnitude,Calibrated magnitude (variable),60,7,0.08874948177,0.08874948177,0.09710818621,0.09710818621,10,20,122,8,130,0.0007480797329,0
calibrated_magnitude,Calibrated magnitude (variable),60,8,0.2330102243,0.08874948177,0.2549558578,0.09710818621,9,18,140,9,149,0.001364102457,0
calibrated_magnitude,Calibrated magnitude (variable),60,9,0.08864160017,0.08864160017,0.09699014398,0.09699014398,10,20,160,10,170,0.0007478171916,0
calibrated_magnitude,Calibrated magnitude (variable),60,10,0.2330707344,0.08864160017,0.2550220669,0.09699014398,9,18,178,11,189,0.001364508999,0
calibrated_magnitude,Calibrated magnitude (variable),60,11,0.08853471381,0.08853471381,0.09687319072,0.09687319072,10,20,198,12,210,0.0007475469371,0
calibrated_magnitude,Calibrated magnitude (variable),60,12,0.2331321636,0.08853471381,0.2550892817,0.09687319072,9,18,216,13,229,0.001364901763,0
calibrated_magnitude,Calibrated magnitude (variable),60,13,0.08842881585,0.08842881585,0.09675731896,0.09675731896,10,20,236,14,250,0.0007472690486,0
calibrated_magnitude,Calibrated magnitude (variable),60,14,0.2331944953,0.08842881585,0.2551574839,0.09675731896,9,18,254,15,269,0.001365280797,0
calibrated_magnitude,Calibrated magnitude (variable),60,15,0.08832389995,0.08832389995,0.09664252175,0.09664252175,10,20,274,16,290,0.0007469836044,0
calibrated_magnitude,Calibrated magnitude (variable),60,16,0.2332577119,0.08832389995,0.2552266544,0.09664252175,9,18,292,17,309,0.001365646148,0
calibrated_magnitude,Calibrated magnitude (variable),60,17,0.08821995945,0.08821995945,0.09652879181,0.09652879181,10,20,312,18,330,0.0007466906867,0
calibrated_magnitude,Calibrated magnitude (variable),60,18,0.2333217972,0.08821995945,0.2552967755,0.09652879181,9,18,330,19,349,0.001365997865,0
calibrated_magnitude,Calibrated magnitude (variable),60,19,0.08811698764,0.08811698764,0.09641612179,0.09641612179,10,20,350,20,370,0.0007463903738,0
calibrated_magnitude,Calibrated magnitude (variable),60,20,0.2333867346,0.08811698764,0.255367829,0.09641612179,9,18,368,21,389,0.001366336002,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,0,0.913923792,0.913923792,1,1,0,0,0,1,1,,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,1,0.8691921838,0.8691921838,0.9510554286,0.9510554286,11,22,22,2,24,0.0001178963383,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,2,0.7800083921,0.7800083921,0.8534720279,0.8534720279,11,22,44,3,47,0.0001571651121,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,3,0.5823822263,0.5823822263,0.6372328102,0.6372328102,11,22,66,4,70,0.0001949877684,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,4,0.1969405082,0.1969405082,0.2154889827,0.2154889827,11,22,88,5,93,8.69507867e-05,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,5,0.1142765604,0.1142765604,0.1250394851,0.1250394851,11,22,110,6,116,0.000879524835,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,6,0.1968983515,0.1142765604,0.2154428556,0.1250394851,11,22,132,7,139,0.001223599439,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,7,0.114242157,0.114242157,0.1250018415,0.1250018415,11,22,154,8,162,0.0008796051749,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,8,0.1968561455,0.114242157,0.2153966744,0.1250018415,11,22,176,9,185,0.001223632122,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,9,0.1142077122,0.1142077122,0.1249641526,0.1249641526,11,22,198,10,208,0.0008796848866,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,10,0.196813889,0.1142077122,0.2153504381,0.1249641526,11,22,220,11,231,0.001223663912,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,11,0.1141732254,0.1141732254,0.1249264177,0.1249264177,11,22,242,12,254,0.0008797639724,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,12,0.1967715812,0.1141732254,0.2153041456,0.1249264177,11,22,264,13,277,0.00122369481,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,13,0.1141386956,0.1141386956,0.1248886358,0.1248886358,11,22,286,14,300,0.0008798424345,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,14,0.1967292209,0.1141386956,0.2152577957,0.1248886358,11,22,308,15,323,0.001223724818,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,15,0.1141041222,0.1141041222,0.1248508062,0.1248508062,11,22,330,16,346,0.0008799202752,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,16,0.1966868072,0.1141041222,0.2152113874,0.1248508062,11,22,352,17,369,0.001223753936,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,17,0.1140695043,0.1140695043,0.1248129279,0.1248129279,11,22,374,18,392,0.0008799974963,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,18,0.1966443392,0.1140695043,0.2151649196,0.1248129279,11,22,396,19,415,0.001223782166,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,19,0.1140348412,0.1140348412,0.1247750001,0.1247750001,11,22,418,20,438,0.0008800741002,0
calibrated_sign_abstain,Sign: abstain (complete FD),60,20,0.1966018158,0.1140348412,0.2151183911,0.1247750001,11,22,440,21,461,0.001223809509,0
